"";"p1.trabajo";"p2.horastrabajo";"p3.contrato";"p4.otrocontrato";"p5.pago";"p6.empleador";"p7.otroempleador";"p8.lugartrabajo";"p9.otrolugartrabajo";"p10.ingresosoctubre";"p11.cambiooctubre";"p12.ingresocovid";"p13.cambiocovid";"p14.satisfaccionlaboral";"p15.satisfaccionsalud";"p16.satisfacciongeneral";"p17.octubre.igual";"p18.octubre.pierdetrabajo";"p19.octubre.encuentratrabajo";"p20.octubre.animo";"p21.octubre.familia";"p22.octubre.salud";"p23.octubre.otro";"p24.covid.igual";"p25.covid.pierdetrabajo";"p26.covid.encuentratrabajo";"p27.covid.animo";"p28.covid.emocional";"p29.covid.salud";"p30.covid.otro";"p31.proyeccionlaboral";"p32.cuali";"p33.cuanti";"p34.gestionpublica";"p35.intervencion";"p36.proyectos";"p37.teoria";"p38.general";"p39.software";"p40.mercado";"p41.otros";"p42.honorarios";"p43.boletas2018";"p44.boletas2019";"p45.boletas2020";"p46.fuenteingreso2018";"p47.fuenteingreso2019";"p48.fuenteingreso2020";"p49.afectohonorarios";"p50.gradoacademico";"p51.titulo";"p52.universidad";"p53.comunaresidencia";"p54.comunatrabajo";"p55.edad";"p56.genero";"p57.asociado";"p58.interescolegiarse"
"434";"Trabajo independiente remunerado";40;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";NA;"Forestal";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"Si";"Disminuyeron levemente";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";NA;NA;"";"Hacer mi consultora
Trabajar servicio público";"Interesado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Poco";"Interesado";"Muy interesado";"Interesado";".";"Si";2;0;0;"No";"No";"No";"No";"Magíster";"Si";"Udp";"Providencia";"Providencia";31;"Masculino";"No";"No"
"435";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Banca";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Participar en estudios internacionales";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"Muy interesado";"Interesado";"Investigación social aplicada, estadistica, programacion";"Si";12;0;0;"Si";"No";"No";"Si";"Licenciado";"Si";"Udec";"Santiago centro";"Las condes";28;"Masculino";"No";"Si"
"436";"Trabajo dependiente remunerado";38;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Disminuyeron levemente";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";"Trajo conflictos familiares";"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";"Educación, gobierno, empresa";"Interesado";"Indiferente";"Interesado";"Interesado";"Interesado";"Poco";"Poco";"Indiferente";"Indiferente";"Educación";"Si";5;15;1;"No";"No";"No";"No";"Magíster";"Si";"Alberto Hurtado";"Puerto Montt";"Puerto Montt";37;"Femenino";"No";"No"
"437";"Trabajo por cuenta propia";10;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";"Marketing o comunicación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"Si";"Disminuyeron levemente";"Si";"Insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Analista de datos (stata, R)
Vinculacion con el medio (Farmlab proyecto ambiental)
Enseñar lenguajes de programación para ciencias sociales";"Poco";"Muy interesado";"Poco";"Poco";"Interesado";"Indiferente";"Interesado";"Muy interesado";"Interesado";"R studio";"Si";NA;NA;NA;"No";"No";"Si";"Si";"Licenciado";"Si";"Universidad de Playa Ancha";"Quilpue";"Quilpue";31;"Femenino";"No";"Si"
"438";"Trabajo dependiente remunerado";40;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Políticas públicas";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Todo siguió igual";NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Sustentabilidad social 
Glocalizacion 
Felicidad";"Muy interesado";"Indiferente";"Interesado";"Poco";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Innovación social";"Si";15;2;1;"No";"No";"No";"No";"Magíster";"Si";"Universidad autónoma de chile";"Talca";"Talca";42;"Masculino";"No";"Si"
"439";"Trabajo dependiente remunerado";44;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Muy Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Investigación docencia";"Muy interesado";"Interesado";"Indiferente";"Indiferente";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad Autónoma de Chile";"La reina";"Santiago";42;"Masculino";"No";"Si"
"440";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"Si";"Disminuyeron totalmente";"Si";"Insatisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"";"Planificación y evaluación de programas sociales.";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Muy interesado";"Interesado";"Metodologías aplicadas en evaluación.";"Si";0;2;0;"Si";"Si";"Si";"No";"Licenciado";"Si";"Universidad Alberto Hurtado";"Ñuñoa";"Desempleado";23;"Masculino";"No";"Si"
"441";"Trabajo dependiente remunerado";45;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Municipio";"";"En la calle o vía pública";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Indiferente";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";"Trabajar con niñez para fortalecimiento de educación antirracista e intercultural crítica
Trabajar con comunidades migrantes para el fomento de una convivencia más antirracista e intercultural";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Indiferente";"";"Si";17;25;7;"Si";"Si";"Si";"Si";"Licenciado";"Si";"Arcis";"Casablanca";"Ilustre Municipalidad de Valparaíso";35;"Masculino";"Si";NA
"442";"Trabajo dependiente remunerado";30;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron levemente";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Indiferente";"Satisfecho";NA;NA;NA;NA;NA;NA;"y los aspectos positivos?";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"especialización";"Interesado";"Interesado";"Interesado";"Interesado";"Poco";"Interesado";"Interesado";"Indiferente";"Nada";"educación";"Si";8;6;3;"No";"No";"Si";"Si";"Licenciado";"Si";"Universidad Central";"Ovalle";"Ovalle";28;"Masculino";"No";"Si"
"443";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron levemente";"No";"Disminuyeron totalmente";"Si";"Insatisfecho";"Satisfecho";"Satisfecho";NA;"Perdí mi trabajo";NA;NA;NA;NA;"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Reivindicación Laboral
Trabajos dignos
Equitatividad productiva";"Interesado";"Interesado";"Poco";"Interesado";"Poco";"Poco";"Interesado";"Interesado";"Interesado";"Trabajos en oficios olvidados";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad Arcis 💙";"Cartagena";"Cartagena";38;"Femenino";"No";"Si"
"444";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"Si";"Muy insatisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Oportunidad laboral";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"Poco";"Interesado";"Indiferente";"Indiferente";"Intervención social";"Si";6;2;0;"Si";"No";"No";"No";"Licenciado";"Si";"Universidad Diego Portales";"Punta Arenas";"Punta Arenas";24;"Masculino";"No";"Si"
"445";"Trabajo dependiente remunerado";54;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En instalaciones regulares del empleador";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Insatisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";"Trajo conflictos familiares";"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"poder realizar investigaciones de campo, incentivar la asociatividad en la sociedad civil";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Poco";"SALUD Y GÉNERO";"Si";18;10;0;"Si";"No";"No";"No";"Magíster";"Si";"u central";"coquimbo";"coquimb";32;"Femenino";"No";"Si"
"446";"Trabajo dependiente remunerado";40;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Aumentaron levemente";"No";"Satisfecho";"Muy insatisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Tengo dos pegas , perdí una";NA;NA;NA;NA;NA;NA;"Más que nada afectó a mis emociones , y me preocupa la incertidumbre";"1.- Formar mi empresa como independiente de servicio a lo comunitario ( es mi área ) 
2-.Seguir estudiando 
3.- Pertenecer a una organización de apoyo a la crisis social ( estamos arando un grupo de profesionales para trabajar) asociarse en el norte de Antofagasta.";"Interesado";"Interesado";"Indiferente";"Muy interesado";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Mi área es Diplomada en Intervención Comunitaria, desde la psicólogia social así que es muy transversal a trabajar de manera territorial e Inter sectorial.  Me gusta trabajar en territorio.";"Si";10;6;6;"No";"No";"No";"Si";"Licenciado";"Si";"Universidad Central de STG.";"Antofagasta";"Antofagasta";35;"Femenino";"No";"Si"
"447";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Aumentaron";"No";"Disminuyeron totalmente";"Si";"Insatisfecho";"Indiferente";"Insatisfecho";NA;NA;"Encontré trabajo";NA;NA;NA;"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Sector público, ejecución programas sociales, infancia";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Poco";"Indiferente";"Indiferente";"Nada";"E";"Si";12;12;1;"Si";"Si";"No";"Si";"Licenciado";"Si";"Universidad diego portales";"Ñuñoa";"Sin trabajo";28;"Femenino";"No";"Si"
"448";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"Si";"Disminuyeron totalmente";"Si";"Muy insatisfecho";"Muy insatisfecho";"Indiferente";NA;NA;"Encontré trabajo";"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"He trabajado en cosas más ligadas a ingeniería que de sociología, decepción";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Muy interesado";"Poco";"Indiferente";"Interesado";"Poco";"Sociología de Genero";"Si";6;5;0;"Si";"Si";"No";"No";"Licenciado";"Si";"U Diego Portales";"Maipú";"Ya no aplica";27;"Femenino";"No";"No"
"449";"Trabajo dependiente remunerado";8;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron";"No";"Disminuyeron totalmente";"No";"Muy insatisfecho";"Satisfecho";"Insatisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;"Perdí mi trabajo";NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Seguir en la docencia";"Muy interesado";"Interesado";"Indiferente";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Poco";"Perspectiva de género";"Si";20;20;2;"Si";"Si";"Si";"Si";"Magíster";"Si";"Uppsala universitet (Suecia)";"Valdivia";"Valdivia";33;"Femenino";"No";"Si"
"450";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"No";"Disminuyeron totalmente";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;"Perdí mi trabajo";NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Todo siguió igual";NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Espero poder trabajar en proyectos en la transcripción de audios o algo así para generar algún tipo de remuneración";"Muy interesado";"Nada";"Interesado";"Interesado";"Indiferente";"Indiferente";"Interesado";"Nada";"Nada";"Transcripción, Intervención Social";"Si";4;0;0;"Si";"No";"No";"No";"Licenciado";"Si";"Universidad de Concepción";"Ahora estoy viviendo Madrid, España, pero hasta el año pasado en Los Ángeles, región del bío bío";"";31;"Femenino";"No";"Si"
"451";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Aumentaron levemente";"No";"Indiferente";"Muy Satisfecho";"Muy Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Investigación, estudios de mercados, estadística";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interpretación estadística";"Si";0;1;0;"No";"Si";"No";"No";"Licenciado";"Si";"Universidad Andrés Bello";"La Florida";"'-";26;"Masculino";"No";"No"
"452";"Trabajo dependiente remunerado";9;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Políticas públicas";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;NA;NA;NA;"Me revitalizó";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Me ha costado entrar a trabajar en investigación";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Docencia";"Si";10;5;3;"No";"No";"No";"Si";"Magíster";"Si";"ARCIS";"Peñalolén";"Santiago";50;"Masculino";"No";"Si"
"453";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Escasas, mucha competencia, mala remuneración";"Interesado";"Nada";"Interesado";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Nada";"Nada";"Intervenciones sociocultural, sociocomunitarias y urbanísticas";"Si";15;0;0;"Si";"No";"No";"Si";"Magíster";"Si";"Universidad de artes y ciencias sociales, ARCIS";"Puerto Varas";"No estoy trabajando";40;"Prefiero no decir";"No";"No"
"454";"Trabajo dependiente remunerado";34;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Municipio";"";"En oficina o espacio propio o arrendado temporalmente";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"estabilidad consolidación rentabilidad";"Interesado";"Interesado";"Interesado";"Interesado";"Poco";"Poco";"Poco";"Interesado";"Poco";"relaciones internacionales planificación territorial";"Si";12;12;3;"Si";"No";"No";"Si";"Licenciado";"Si";"universidad de Concepción";"Lebu";"Lebu";35;"Femenino";"No";"Si"
"455";"Trabajo independiente remunerado";10;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron totalmente";"Si";"Disminuyeron totalmente";"Si";"Insatisfecho";"Insatisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"Me dificultó encontrar trabajo";NA;"Perdí mi trabajo";NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Consultoría, gestión, investigación académica";"Muy interesado";"Indiferente";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"";"Si";14;11;0;"Si";"Si";"No";"Si";"Licenciado";"No";"Universidad de Chile";"Maipú";"Maipú";29;"Femenino";"No";"Si"
"456";"Trabajo dependiente remunerado";35;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Me dio esperanza de un mejor Chile";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Incertidumbre, preocupación, inseguridad";"Interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Interesado";"Interesado";"Poco";"Evaluación Ambiental";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad de Concepción";"Concepción";"Concepción";34;"Masculino";"No";"Si"
"457";"Trabajo dependiente remunerado";40;"Contrata plazo fijo";"";"Entrega comprobante o recibo";"Organización Internacional";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Muy Satisfecho";"Muy Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Incertidumbre, esperanza";"Indiferente";"Poco";"Muy interesado";"Interesado";"Muy interesado";"Nada";"Poco";"Poco";"Nada";"";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"No";"Universidad de Chile";"Puente Alto";"Vitacura";24;"Femenino";"No";"Si"
"458";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Muy Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Seguir aprendiendo, nuevas responsabilidades";"Interesado";"Muy interesado";"Indiferente";"Interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Indiferente";"";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Udp";"Maipú";"Providencia";26;"Masculino";"No";"Si"
"459";"Trabajo dependiente remunerado";50;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron levemente";"No";"Aumentaron levemente";"No";"Insatisfecho";"Muy insatisfecho";"Insatisfecho";NA;NA;NA;NA;NA;NA;"me volvieron las ganas de vivir, me activé como activista, hago nuevas actividades";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Tener algo de estabilidad laboral (se que es dificil). Desarrollar temas con total libertad (dificil)
Poder vivir de manera independiente con lo que gano.";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Nada";"hacer clases";"Si";5;12;4;"Si";"Si";"Si";"Si";"Licenciado";"Si";"UAH";"La Granja";"Virtual (USach)";24;"Otro";"No";"Si"
"460";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Muy insatisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;"Perdí mi trabajo";NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Encontrar trabajo";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Indiferente";"Indiferente";"Muy interesado";"Muy interesado";"Muy interesado";"Aprender otro idioma";"Si";0;5;3;"No";"No";"Si";"Si";"Licenciado";"Si";"Universidad Diego Portales";"San Ramón";"Desempleado";25;"Masculino";"No";"Si"
"461";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"Si";"Disminuyeron totalmente";"Si";"Insatisfecho";"Muy Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;"Perdí mi trabajo";NA;"Provocó un bajón anímico";NA;NA;"";"Trabajo; estabilidad; satisfacción";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"Producción teórica para la práctica";"Si";6;2;0;"No";"No";"No";"No";"Licenciado";"Si";"De Valparaíso";"San Miguel";"El Bosque";34;"Femenino";"No";"No"
